ID-model,Coverage,F1-max,Threshold,Coverage Avg(B),F1-max Avg(B),F1-max Std(B),Threshold Avg(B)
BLAST-S11,1.00,0.277,0.46,1.00,0.282,0.066,0.43
BLAST-S14,1.00,0.229,0.46,1.00,0.241,0.042,0.44
Naive-S11,1.00,0.304,0.09,1.00,0.303,0.023,0.09
Naive-S14,1.00,0.299,0.10,1.00,0.299,0.020,0.10
101-1,1.00,0.340,0.36,1.00,0.334,0.044,0.35
101-2,1.00,0.314,0.09,1.00,0.317,0.039,0.12
101-3,1.00,0.304,0.05,1.00,0.305,0.042,0.13
102-1,0.00,0.004,0.00,0.00,0.004,0.000,0.00
102-2,0.00,0.004,0.00,0.00,0.004,0.000,0.00
102-3,0.00,0.004,0.00,0.00,0.004,0.000,0.00
103-1,0.00,0.004,0.00,0.00,0.004,0.000,0.00
103-2,0.00,0.004,0.00,0.00,0.004,0.000,0.00
103-3,0.95,0.206,0.17,0.95,0.203,0.054,0.17
104-1,0.00,0.004,0.00,0.00,0.004,0.000,0.00
104-2,0.00,0.004,0.00,0.00,0.004,0.000,0.00
104-3,0.00,0.004,0.00,0.00,0.004,0.000,0.00
105-1,1.00,0.301,0.96,1.00,0.304,0.057,0.95
105-2,1.00,0.288,1.00,1.00,0.292,0.048,0.95
105-3,1.00,0.277,0.99,1.00,0.281,0.045,0.98
106-1,0.55,0.107,0.10,0.55,0.106,0.035,0.10
106-2,0.00,0.004,0.00,0.00,0.004,0.000,0.00
106-3,0.15,0.046,0.10,0.15,0.045,0.031,0.10
107-1,1.00,0.259,0.75,1.00,0.260,0.035,0.77
107-2,1.00,0.184,0.08,1.00,0.212,0.066,0.05
107-3,0.00,0.004,0.00,0.00,0.004,0.000,0.00
108-1,0.00,0.004,0.00,0.00,0.004,0.000,0.00
109-1,0.00,0.004,0.00,0.00,0.004,0.000,0.00
110-1,1.00,0.356,0.94,1.00,0.359,0.055,0.93
110-2,1.00,0.331,0.28,1.00,0.341,0.058,0.39
110-3,0.95,0.302,0.02,0.95,0.298,0.063,0.11
111-1,1.00,0.400,0.70,1.00,0.416,0.052,0.71
111-2,1.00,0.372,0.27,1.00,0.382,0.052,0.31
